delivery_id,shipment_id,partner_id,attempt_number,delivery_status,delivery_timestamp,customer_pincode
455,381,16,1,Delivered,"2026-08-20 21:24:01",841522
456,382,14,1,Delivered,"2026-06-24 02:06:01",781362
457,383,14,1,Failed_Attempt,"2026-07-04 21:53:01",820111
458,383,14,2,Delivered,"2026-07-05 22:53:01",820111
459,384,28,1,Failed_Attempt,"2026-08-08 06:46:01",306661
460,384,28,2,Delivered,"2026-08-09 09:46:01",306661
461,385,19,1,Delivered,"2026-06-25 20:11:01",295932
462,386,7,1,Delivered,"2026-04-18 04:31:01",239923
463,387,4,1,Delivered,"2026-05-31 10:51:01",575011
464,388,20,1,Failed_Attempt,"2026-06-18 04:30:01",441257
465,388,20,2,Delivered,"2026-06-19 06:30:01",441257
466,389,9,1,Delivered,"2025-11-10 00:12:01",708062
467,390,2,1,Delivered,"2026-08-20 06:08:01",262193
468,391,15,1,Failed_Attempt,"2026-08-01 00:50:01",675639
469,391,15,2,Delivered,"2026-08-02 00:50:01",675639
470,392,17,1,Delivered,"2026-07-08 19:36:01",207388
471,393,6,1,Delivered,"2026-07-25 20:22:01",603893
472,394,19,1,Delivered,"2026-04-06 22:55:01",647033
473,395,10,1,Delivered,"2026-07-30 04:54:01",728494
474,396,17,1,Failed_Attempt,"2026-06-10 14:53:01",500070
475,396,17,2,Failed_Attempt,"2026-06-11 16:53:01",500070
476,396,17,3,Delivered,"2026-06-12 19:53:01",500070
477,397,7,1,Delivered,"2026-06-05 02:54:01",200430
478,398,21,1,Delivered,"2026-01-23 09:29:01",255129
479,399,1,1,Delivered,"2026-06-18 22:11:01",410924
480,400,15,1,Delivered,"2026-05-05 23:30:01",817981
481,401,24,1,Delivered,"2026-08-26 05:11:01",768261
482,402,1,1,Delivered,"2026-06-07 13:28:01",115522
483,403,5,1,Delivered,"2026-08-10 04:51:01",307601
484,404,23,1,Delivered,"2026-03-13 20:11:01",640047
485,405,14,1,Delivered,"2026-07-31 03:07:01",822494
486,406,12,1,Delivered,"2026-08-07 10:55:01",847436
487,407,16,1,Failed_Attempt,"2026-08-25 21:59:01",502299
488,407,16,2,Delivered,"2026-08-26 23:59:01",502299
489,408,20,1,Delivered,"2026-07-04 23:06:01",109542
490,409,21,1,Delivered,"2026-07-31 02:38:01",402559
491,410,20,1,Failed_Attempt,"2026-08-10 16:45:01",556903
492,410,20,2,Delivered,"2026-08-11 19:45:01",556903
493,411,4,1,Delivered,"2026-06-15 23:17:01",286607
494,412,19,1,Delivered,"2026-04-25 06:15:01",644705
495,413,10,1,Delivered,"2026-04-07 02:53:01",295524
496,414,25,1,Delivered,"2026-08-18 09:36:01",234449
497,415,12,1,Delivered,"2026-08-08 10:36:01",200178
498,416,30,1,Delivered,"2026-01-09 14:06:01",292501
499,417,3,1,Delivered,"2026-08-30 08:20:01",496046
500,418,21,1,Delivered,"2026-07-08 17:46:01",290776
501,419,15,1,Delivered,"2026-01-04 11:45:01",256714
502,420,13,1,Delivered,"2026-05-07 23:16:01",795346
503,421,30,1,Delivered,"2026-08-08 14:16:01",854440
504,422,11,1,Delivered,"2026-04-07 04:29:01",331239
505,423,29,1,Delivered,"2026-08-19 08:04:01",349583
506,424,25,1,Delivered,"2026-03-26 06:28:01",744330
507,425,8,1,Delivered,"2026-03-31 20:29:01",539113
508,426,5,1,Delivered,"2026-08-01 03:54:01",820318
509,427,16,1,Failed_Attempt,"2026-07-30 20:53:01",265718
510,427,16,2,Delivered,"2026-07-31 20:53:01",265718
511,428,30,1,Delivered,"2026-08-15 12:11:01",738040
512,429,14,1,Delivered,"2026-07-27 21:42:01",745851
513,430,20,1,Delivered,"2026-03-08 17:14:01",887062
514,431,20,1,Delivered,"2025-12-31 18:48:01",675192
515,432,1,1,Delivered,"2026-03-26 22:31:01",552240
516,433,6,1,Delivered,"2026-02-27 13:01:01",783545
517,434,30,1,Delivered,"2026-08-03 08:32:01",735691
518,435,15,1,Delivered,"2026-08-29 20:30:01",443690
519,436,4,1,Delivered,"2026-08-26 22:21:01",169968
520,437,10,1,Delivered,"2026-03-13 19:38:01",586163
521,438,6,1,Delivered,"2026-08-07 05:39:01",688467
522,439,7,1,Failed_Attempt,"2026-05-25 02:45:01",251470
523,439,7,2,Delivered,"2026-05-26 05:45:01",251470
524,440,7,1,Delivered,"2026-03-02 22:58:01",190286
525,441,16,1,Delivered,"2026-08-18 06:44:01",887252
526,442,4,1,Failed_Attempt,"2026-05-02 09:13:01",457439
527,442,4,2,Delivered,"2026-05-03 09:13:01",457439
528,443,7,1,Delivered,"2026-05-10 05:05:01",823278
529,444,29,1,Failed_Attempt,"2026-06-02 17:38:01",297565
530,444,29,2,Delivered,"2026-06-03 18:38:01",297565
531,445,16,1,Delivered,"2026-01-05 08:49:01",883270
532,446,25,1,Delivered,"2025-10-05 22:08:01",814148
533,447,9,1,Delivered,"2026-05-10 10:14:01",734435
534,448,21,1,Delivered,"2026-07-30 07:05:01",853785
535,449,8,1,Delivered,"2026-08-04 23:45:01",366035
536,450,20,1,Delivered,"2026-08-19 15:36:01",632248
537,451,21,1,Delivered,"2026-07-09 16:21:01",419568
538,452,19,1,Delivered,"2026-08-05 12:42:01",627578
539,453,22,1,Failed_Attempt,"2026-06-23 11:04:01",623178
540,453,22,2,Delivered,"2026-06-24 12:04:01",623178
541,454,27,1,Delivered,"2026-08-29 14:20:01",716626
542,455,29,1,Failed_Attempt,"2026-07-10 16:29:01",792234
543,455,29,2,Delivered,"2026-07-11 19:29:01",792234
544,456,2,1,Failed_Attempt,"2026-08-16 10:28:01",586715
545,456,2,2,Delivered,"2026-08-17 11:28:01",586715
546,457,28,1,Delivered,"2026-02-01 06:05:01",456219
547,458,14,1,Delivered,"2026-04-07 20:28:01",549291
548,459,10,1,Delivered,"2026-07-23 04:39:01",643928
549,460,14,1,Delivered,"2026-08-10 15:40:01",117308
550,461,25,1,Delivered,"2026-05-29 12:19:01",255730
551,462,12,1,Failed_Attempt,"2026-05-16 02:11:01",496977
552,462,12,2,Failed_Attempt,"2026-05-17 04:11:01",496977
553,462,12,3,Delivered,"2026-05-18 07:11:01",496977
554,463,20,1,Delivered,"2026-05-30 00:54:01",637299
555,464,22,1,Delivered,"2026-08-21 14:21:01",777788
556,465,28,1,Delivered,"2026-07-29 05:37:01",673607
557,466,24,1,Failed_Attempt,"2026-07-10 06:19:01",768401
558,466,24,2,Delivered,"2026-07-11 08:19:01",768401
559,467,2,1,Delivered,"2026-08-17 11:19:01",135521
560,468,27,1,Delivered,"2026-06-11 19:24:01",652945
561,469,15,1,Delivered,"2026-04-09 23:22:01",162991
562,470,14,1,Failed_Attempt,"2026-05-31 23:50:01",546377
563,470,14,2,Delivered,"2026-06-02 01:50:01",546377
564,471,30,1,Delivered,"2026-03-08 03:36:01",580002
565,472,3,1,Delivered,"2026-04-16 14:58:01",752787
566,473,19,1,Delivered,"2026-07-06 21:25:01",121463
567,474,17,1,Failed_Attempt,"2026-06-30 01:28:01",231523
568,474,17,2,Delivered,"2026-07-01 04:28:01",231523
569,475,25,1,Delivered,"2025-10-29 04:38:01",315659
570,476,18,1,Delivered,"2026-06-10 07:14:01",156139
571,477,19,1,Delivered,"2026-08-06 22:10:01",500655
572,478,26,1,Failed_Attempt,"2026-08-04 15:25:01",524249
573,478,26,2,Delivered,"2026-08-05 16:25:01",524249
574,479,3,1,Delivered,"2026-08-01 13:18:01",584765
575,480,14,1,Delivered,"2026-05-05 12:02:01",398531
576,481,14,1,Delivered,"2026-08-08 23:12:01",836656
577,482,9,1,Delivered,"2026-06-26 07:36:01",724782
578,483,28,1,Delivered,"2026-05-30 06:45:01",747247
579,484,18,1,Delivered,"2026-08-21 01:54:01",168050
580,485,11,1,Delivered,"2026-07-25 16:09:01",493219
581,486,29,1,Delivered,"2026-08-29 13:32:01",662729
582,487,18,1,Delivered,"2026-08-12 14:53:01",873859
583,488,24,1,Delivered,"2026-08-14 14:00:01",699259
584,489,2,1,Delivered,"2026-08-27 13:16:01",859881
585,490,23,1,Delivered,"2026-03-13 01:27:01",304828
586,491,19,1,Failed_Attempt,"2026-06-16 19:01:01",571117
587,491,19,2,Failed_Attempt,"2026-06-17 20:01:01",571117
588,491,19,3,RTO,"2026-06-19 20:01:01",571117
589,492,7,1,Delivered,"2025-10-29 02:52:01",719080
590,493,24,1,Delivered,"2026-04-25 09:51:01",450209
591,494,25,1,Failed_Attempt,"2026-08-05 02:55:01",822425
592,494,25,2,Delivered,"2026-08-06 03:55:01",822425
593,495,24,1,Failed_Attempt,"2026-08-26 01:17:01",462607
594,495,24,2,Failed_Attempt,"2026-08-27 03:17:01",462607
595,495,24,3,RTO,"2026-08-29 03:17:01",462607
596,496,13,1,Delivered,"2025-12-23 21:05:01",640055
597,497,8,1,Delivered,"2025-10-23 14:11:01",183314
598,498,5,1,Delivered,"2026-08-22 04:32:01",255063
599,499,9,1,Delivered,"2026-08-27 16:15:01",873185
600,500,15,1,Delivered,"2026-08-06 14:45:01",167886
601,501,3,1,Delivered,"2026-08-22 06:02:01",548994
602,502,20,1,Delivered,"2026-04-30 00:36:01",370173
603,503,15,1,Failed_Attempt,"2026-07-17 02:04:01",400425
604,503,15,2,Delivered,"2026-07-18 04:04:01",400425
605,504,23,1,Delivered,"2026-08-21 09:44:01",711073
606,505,27,1,Delivered,"2026-08-15 02:24:01",443056
607,506,10,1,Delivered,"2026-06-09 19:16:01",118109
608,507,28,1,Delivered,"2026-08-18 03:42:01",348561
609,508,7,1,Delivered,"2026-08-25 04:24:01",528326
610,509,30,1,Delivered,"2026-03-14 21:16:01",680788
611,510,8,1,Delivered,"2026-07-21 23:03:01",679565
612,511,14,1,Delivered,"2026-08-12 04:38:01",827490
613,512,17,1,Delivered,"2026-04-23 12:50:01",513499
614,513,11,1,Failed_Attempt,"2025-12-18 14:48:01",631600
615,513,11,2,Delivered,"2025-12-19 17:48:01",631600
616,514,10,1,Delivered,"2026-06-02 00:25:01",393858
617,515,27,1,Delivered,"2026-07-06 01:56:01",163289
618,516,2,1,Failed_Attempt,"2026-02-14 17:23:01",344531
619,516,2,2,Delivered,"2026-02-15 19:23:01",344531
620,517,2,1,Delivered,"2026-03-20 17:51:01",147794
621,518,15,1,Delivered,"2026-05-16 18:45:01",260896
622,519,16,1,Delivered,"2026-08-23 15:09:01",508293
623,520,21,1,Delivered,"2026-07-23 00:23:01",735345
624,521,3,1,Delivered,"2026-04-09 11:18:01",319744
625,522,20,1,Delivered,"2026-08-26 15:19:01",333436
626,523,21,1,Delivered,"2026-08-24 16:25:01",121722
627,524,15,1,Delivered,"2026-06-17 21:49:01",816187
628,525,12,1,Delivered,"2026-08-26 03:21:01",798156
629,526,20,1,Delivered,"2026-04-06 03:17:01",647071
630,527,20,1,Failed_Attempt,"2026-06-28 03:54:01",878324
631,527,20,2,Failed_Attempt,"2026-06-29 05:54:01",878324
632,527,20,3,RTO,"2026-07-01 05:54:01",878324
633,528,10,1,Delivered,"2026-04-25 05:51:01",274481
634,529,24,1,Delivered,"2026-07-09 08:47:01",814778
635,530,14,1,Failed_Attempt,"2026-08-21 06:18:01",198989
636,530,14,2,Delivered,"2026-08-22 06:18:01",198989
637,531,6,1,Delivered,"2026-08-08 12:18:01",597015
638,532,29,1,Delivered,"2026-08-20 08:35:01",398004
639,533,29,1,Delivered,"2026-04-28 20:27:01",582358
640,534,29,1,Delivered,"2026-07-26 09:35:01",563611
641,535,5,1,Delivered,"2026-02-02 07:14:01",514220
642,536,20,1,Delivered,"2026-07-18 20:57:01",517909
643,537,24,1,Delivered,"2026-03-13 14:38:01",261589
644,538,28,1,Delivered,"2026-06-30 00:44:01",592825
645,539,21,1,Delivered,"2026-06-28 19:34:01",351419
646,540,21,1,Delivered,"2026-08-17 16:55:01",286852
647,541,26,1,Delivered,"2026-05-27 08:18:01",813036
648,542,30,1,Delivered,"2026-04-29 15:43:01",723549
649,543,11,1,Delivered,"2026-08-15 23:26:01",667120
650,544,13,1,Delivered,"2026-08-12 10:23:01",479940
651,545,4,1,Delivered,"2026-08-29 04:07:01",102036
652,546,15,1,Delivered,"2026-07-07 12:41:01",178876
653,547,13,1,Delivered,"2026-08-12 05:58:01",647927
654,548,8,1,Failed_Attempt,"2026-06-05 14:01:01",226707
655,548,8,2,Failed_Attempt,"2026-06-06 14:01:01",226707
656,548,8,3,Delivered,"2026-06-07 15:01:01",226707
657,549,2,1,Failed_Attempt,"2026-08-23 21:05:01",786409
658,549,2,2,Failed_Attempt,"2026-08-24 23:05:01",786409
659,549,2,3,Delivered,"2026-08-25 23:05:01",786409
660,550,18,1,Delivered,"2026-06-05 14:17:01",377140
661,551,5,1,Delivered,"2026-05-21 21:49:01",515592
662,552,27,1,Delivered,"2026-05-19 12:50:01",254289
663,553,2,1,Delivered,"2026-03-30 01:38:01",188459
664,554,17,1,Delivered,"2026-07-20 13:22:01",684807
665,555,12,1,Delivered,"2026-05-19 15:34:01",495709
666,556,7,1,Delivered,"2026-07-27 22:33:01",762650
667,557,17,1,Failed_Attempt,"2026-01-02 10:40:01",251578
668,557,17,2,Failed_Attempt,"2026-01-03 12:40:01",251578
669,557,17,3,RTO,"2026-01-05 12:40:01",251578
670,558,26,1,Delivered,"2026-03-31 04:50:01",521278
671,559,28,1,Delivered,"2025-11-29 13:55:01",391751
672,560,21,1,Delivered,"2026-08-09 22:00:01",262195
673,561,24,1,Delivered,"2026-08-11 21:49:01",543525
674,562,9,1,Delivered,"2026-08-29 22:50:01",885899
675,563,20,1,Failed_Attempt,"2026-07-14 10:41:01",725645
676,563,20,2,Delivered,"2026-07-15 11:41:01",725645
677,564,16,1,Delivered,"2026-07-15 00:50:01",265016
678,565,14,1,Delivered,"2026-08-28 16:46:01",495112
679,566,1,1,Delivered,"2026-07-01 15:59:01",891997
680,567,25,1,Delivered,"2026-08-23 23:06:01",183817
681,568,2,1,Failed_Attempt,"2026-07-24 07:12:01",475766
682,568,2,2,Delivered,"2026-07-25 09:12:01",475766
683,569,27,1,Delivered,"2025-12-28 21:57:01",663765
684,570,17,1,Delivered,"2026-06-07 01:31:01",811065
685,571,6,1,Delivered,"2026-08-23 13:27:01",226711
686,572,1,1,Delivered,"2026-04-30 04:45:01",210112
687,573,3,1,Delivered,"2026-02-03 06:09:01",325553
688,574,21,1,Delivered,"2026-07-24 09:14:01",734106
689,575,24,1,Delivered,"2026-06-28 12:27:01",697431
690,576,29,1,Delivered,"2026-08-29 18:27:01",223106
691,577,9,1,Delivered,"2026-02-04 04:41:01",207057
692,578,12,1,Delivered,"2026-08-21 05:38:01",594176
693,579,3,1,Delivered,"2026-01-09 01:41:01",795900
694,580,2,1,Delivered,"2026-03-27 09:10:01",267904
695,581,21,1,Delivered,"2026-07-16 05:20:01",855354
696,582,14,1,Delivered,"2026-07-31 05:06:01",746757
697,583,17,1,Delivered,"2025-11-21 22:11:01",516404
698,584,17,1,Delivered,"2026-08-26 10:56:01",234280
699,585,6,1,Failed_Attempt,"2026-08-08 15:38:01",477624
700,585,6,2,Delivered,"2026-08-09 17:38:01",477624
701,586,20,1,Delivered,"2026-08-21 22:12:01",380862
702,587,12,1,Delivered,"2026-08-24 13:16:01",548338
703,588,5,1,Failed_Attempt,"2026-07-24 19:37:01",549172
704,588,5,2,Failed_Attempt,"2026-07-25 21:37:01",549172
705,588,5,3,Delivered,"2026-07-27 00:37:01",549172
706,589,3,1,Delivered,"2026-08-01 04:08:01",837439
707,590,29,1,Delivered,"2026-08-03 01:00:01",144243
708,591,4,1,Delivered,"2026-03-20 18:57:01",861805
709,592,23,1,Delivered,"2025-12-08 20:15:01",311508
710,593,21,1,Delivered,"2026-06-17 03:26:01",356292
711,594,17,1,Delivered,"2026-07-02 15:18:01",534247
712,595,15,1,Delivered,"2026-07-30 14:28:01",235657
713,596,25,1,Delivered,"2026-01-04 07:47:01",172834
714,597,13,1,Delivered,"2026-08-21 20:47:01",265572
715,598,24,1,Delivered,"2026-07-22 05:54:01",520065
716,599,5,1,Delivered,"2026-07-09 16:51:01",563206
717,600,15,1,Delivered,"2026-08-24 16:06:01",453290
718,601,1,1,Delivered,"2026-08-02 04:30:01",143917
719,602,25,1,Delivered,"2025-10-11 21:50:01",628512
720,603,13,1,Delivered,"2026-08-31 23:41:01",484422
721,604,27,1,Delivered,"2025-11-18 01:40:01",395191
722,605,10,1,Delivered,"2026-07-18 09:15:01",292444
723,606,2,1,Delivered,"2026-08-15 03:44:01",324236
724,607,15,1,Delivered,"2026-04-18 06:31:01",184237
725,608,7,1,Delivered,"2026-06-10 19:55:01",160417
726,609,12,1,Delivered,"2026-01-05 08:54:01",246182
727,610,16,1,Delivered,"2026-03-20 06:40:01",737285
728,611,25,1,Delivered,"2026-06-02 00:28:01",674017
729,612,14,1,Failed_Attempt,"2026-02-27 12:19:01",815223
730,612,14,2,Delivered,"2026-02-28 13:19:01",815223
731,613,21,1,Delivered,"2026-07-21 06:57:01",444418
732,614,14,1,Delivered,"2026-07-03 15:15:01",392488
733,615,4,1,Delivered,"2026-05-21 19:43:01",827014
734,616,2,1,Delivered,"2026-07-13 09:15:01",771968
735,617,1,1,Failed_Attempt,"2025-12-14 21:57:01",589603
736,617,1,2,Failed_Attempt,"2025-12-15 22:57:01",589603
737,617,1,3,RTO,"2025-12-17 22:57:01",589603
738,618,16,1,Failed_Attempt,"2026-07-12 18:06:01",697387
739,618,16,2,Delivered,"2026-07-13 21:06:01",697387
740,619,1,1,Delivered,"2026-05-26 07:24:01",845578
741,620,22,1,Delivered,"2026-08-10 22:36:01",256493
742,621,2,1,Delivered,"2026-06-04 05:46:01",553080
743,622,27,1,Delivered,"2026-06-15 23:35:01",665449
744,623,3,1,Delivered,"2026-06-21 08:00:01",340141
745,624,26,1,Delivered,"2026-08-12 12:38:01",805105
746,625,14,1,Delivered,"2026-05-15 17:59:01",175564
747,626,25,1,Failed_Attempt,"2026-07-15 13:15:01",817543
748,626,25,2,Delivered,"2026-07-16 13:15:01",817543
749,627,5,1,Delivered,"2026-07-24 13:02:01",743980
750,628,15,1,Delivered,"2026-02-18 08:30:01",307400
751,629,17,1,Delivered,"2026-08-22 19:58:01",228993
752,630,22,1,Delivered,"2026-08-18 18:22:01",267100
753,631,7,1,Delivered,"2026-08-23 05:54:01",827471
754,632,30,1,Delivered,"2026-06-06 21:10:01",215652
755,633,26,1,Delivered,"2026-07-07 05:45:01",211467
756,634,13,1,Delivered,"2026-08-24 18:20:01",311293
757,635,30,1,Failed_Attempt,"2026-08-04 07:32:01",571948
758,635,30,2,Delivered,"2026-08-05 08:32:01",571948
759,636,24,1,Delivered,"2026-07-23 05:32:01",630292
760,637,8,1,Failed_Attempt,"2026-08-25 06:21:01",390378
761,637,8,2,Failed_Attempt,"2026-08-26 06:21:01",390378
762,637,8,3,Delivered,"2026-08-27 07:21:01",390378
763,638,9,1,Delivered,"2026-08-09 21:16:01",406785
764,639,13,1,Delivered,"2026-06-20 08:08:01",608191
765,640,26,1,Delivered,"2026-02-27 01:10:01",733013
766,641,12,1,Delivered,"2026-05-24 05:42:01",705093
767,642,27,1,Delivered,"2026-06-15 11:44:01",590832
768,643,20,1,Delivered,"2026-05-28 17:47:01",339780
769,644,20,1,Delivered,"2026-07-20 09:01:01",403934
770,645,4,1,Delivered,"2026-08-20 02:09:01",236019
771,646,24,1,Delivered,"2026-08-15 08:42:01",572329
772,647,23,1,Delivered,"2026-08-19 21:55:01",832894
773,648,3,1,Delivered,"2026-05-12 06:55:01",643432
774,649,17,1,Delivered,"2026-08-07 14:44:01",368836
775,650,2,1,Failed_Attempt,"2026-08-27 22:05:01",579885
776,650,2,2,Delivered,"2026-08-29 00:05:01",579885
777,651,2,1,Delivered,"2026-05-10 17:00:01",788168
778,652,29,1,Delivered,"2026-04-11 15:00:01",572914
779,653,23,1,Delivered,"2026-06-21 23:58:01",523641
780,654,14,1,Failed_Attempt,"2026-04-19 12:18:01",252437
781,654,14,2,Delivered,"2026-04-20 12:18:01",252437
782,655,1,1,Delivered,"2026-04-27 08:34:01",280565
783,656,16,1,Delivered,"2026-04-09 08:27:01",828395
784,657,22,1,Delivered,"2026-05-11 06:39:01",606461
785,658,26,1,Delivered,"2026-07-31 23:01:01",730229
786,659,12,1,Delivered,"2026-08-25 22:36:01",318864
787,660,13,1,Delivered,"2026-07-24 09:46:01",579996
788,661,9,1,Delivered,"2026-02-07 08:19:01",410656
789,662,5,1,Delivered,"2026-07-18 12:20:01",478909
790,663,6,1,Failed_Attempt,"2026-04-17 19:55:01",102336
791,663,6,2,Delivered,"2026-04-18 22:55:01",102336
792,664,22,1,Delivered,"2026-03-30 21:53:01",208213
793,665,24,1,Delivered,"2026-04-27 01:48:01",350389
794,666,28,1,Delivered,"2026-06-30 22:36:01",527977
795,667,5,1,Failed_Attempt,"2026-08-31 02:21:01",222427
796,667,5,2,Failed_Attempt,"2026-09-01 05:21:01",222427
797,667,5,3,RTO,"2026-09-03 05:21:01",222427
798,668,25,1,Delivered,"2026-03-05 05:42:01",114318
799,669,21,1,Delivered,"2026-08-28 18:29:01",491569
800,670,23,1,Delivered,"2026-05-29 09:48:01",285164
801,671,7,1,Delivered,"2026-01-30 14:37:01",765990
802,672,4,1,Delivered,"2026-05-31 21:10:01",541757
803,673,20,1,Delivered,"2026-07-25 00:12:01",356155
804,674,25,1,Delivered,"2026-04-17 16:55:01",182984
805,675,23,1,Failed_Attempt,"2026-07-15 05:55:01",755827
806,675,23,2,Delivered,"2026-07-16 08:55:01",755827
807,676,25,1,Delivered,"2026-01-02 04:50:01",605576
808,677,12,1,Delivered,"2026-04-25 15:48:01",558159
809,678,5,1,Delivered,"2026-08-12 01:30:01",830089
810,679,6,1,Delivered,"2025-12-18 14:12:01",549391
811,680,21,1,Delivered,"2026-05-22 00:47:01",340654
812,681,30,1,Delivered,"2026-08-25 15:58:01",563208
813,682,16,1,Delivered,"2026-07-10 21:22:01",453909
814,683,17,1,Delivered,"2026-04-20 13:08:01",156068
815,684,12,1,Failed_Attempt,"2025-12-29 04:19:01",701447
816,684,12,2,Delivered,"2025-12-30 07:19:01",701447
817,685,4,1,Delivered,"2026-08-08 12:46:01",815694
818,686,30,1,Delivered,"2026-01-05 16:34:01",650102
819,687,16,1,Delivered,"2026-08-27 16:25:01",386861
820,688,14,1,Delivered,"2026-06-23 14:42:01",845585
821,689,14,1,Failed_Attempt,"2026-05-24 10:15:01",631662
822,689,14,2,Delivered,"2026-05-25 11:15:01",631662
823,690,8,1,Delivered,"2026-07-29 15:44:01",160163
824,691,18,1,Delivered,"2026-05-30 16:24:01",418505
825,692,12,1,Delivered,"2026-07-31 05:16:01",575372
826,693,4,1,Delivered,"2026-08-18 19:16:01",177543
827,694,18,1,Delivered,"2026-07-18 22:11:01",460612
828,695,17,1,Delivered,"2026-05-03 11:03:01",759818
829,696,10,1,Delivered,"2026-03-28 14:12:01",103862
830,697,10,1,Delivered,"2026-08-03 13:29:01",361355
831,698,8,1,Delivered,"2026-08-28 12:46:01",160862
832,699,12,1,Delivered,"2026-03-23 15:57:01",762764
833,700,29,1,Delivered,"2026-05-04 09:30:01",287891
834,701,13,1,Delivered,"2026-06-06 22:32:01",288666
835,702,20,1,Failed_Attempt,"2026-01-10 23:54:01",624997
836,702,20,2,Delivered,"2026-01-12 02:54:01",624997
837,703,8,1,Delivered,"2026-02-28 16:47:01",214706
838,704,25,1,Failed_Attempt,"2026-07-20 22:17:01",680294
839,704,25,2,Delivered,"2026-07-21 23:17:01",680294
840,705,19,1,Delivered,"2026-08-05 12:05:01",220419
841,706,24,1,Delivered,"2026-08-21 09:00:01",602824
842,707,18,1,Delivered,"2026-06-06 04:21:01",203475
843,708,17,1,Delivered,"2026-07-23 15:26:01",740260
844,709,16,1,Failed_Attempt,"2026-08-10 05:44:01",539037
845,709,16,2,Delivered,"2026-08-11 08:44:01",539037
846,710,30,1,Delivered,"2026-04-29 22:51:01",642684
847,711,15,1,Delivered,"2026-06-07 04:58:01",309325
848,712,9,1,Delivered,"2026-06-30 23:04:01",383055
849,713,8,1,Delivered,"2026-04-27 23:05:01",740084
850,714,25,1,Delivered,"2026-07-28 00:19:01",542139
851,715,21,1,Delivered,"2026-07-12 16:24:01",115383
852,716,8,1,Delivered,"2026-08-29 22:53:01",650246
853,717,13,1,Delivered,"2026-07-25 10:26:01",775140
854,718,9,1,Failed_Attempt,"2026-08-26 14:30:01",123053
855,718,9,2,Delivered,"2026-08-27 17:30:01",123053
856,719,14,1,Delivered,"2026-07-29 10:54:01",463444
857,720,14,1,Delivered,"2025-11-19 05:29:01",175576
858,721,30,1,Delivered,"2026-06-21 22:28:01",358677
859,722,3,1,Delivered,"2026-03-04 22:25:01",784056
860,723,13,1,Failed_Attempt,"2025-09-24 18:05:01",624412
861,723,13,2,Failed_Attempt,"2025-09-25 19:05:01",624412
862,723,13,3,RTO,"2025-09-27 19:05:01",624412
863,724,30,1,Delivered,"2026-04-03 23:16:01",226078
864,725,19,1,Failed_Attempt,"2026-08-18 08:23:01",743878
865,725,19,2,Delivered,"2026-08-19 09:23:01",743878
866,726,25,1,Failed_Attempt,"2026-07-04 10:00:01",822870
867,726,25,2,Delivered,"2026-07-05 11:00:01",822870
868,727,6,1,Delivered,"2026-06-27 02:15:01",221819
869,728,16,1,Delivered,"2026-06-28 21:02:01",217172
870,729,24,1,Delivered,"2026-03-29 18:52:01",227420
871,730,11,1,Delivered,"2026-05-18 01:47:01",572350
872,731,14,1,Delivered,"2026-06-07 03:15:01",254329
873,732,14,1,Delivered,"2025-11-05 04:20:01",854499
874,733,13,1,Delivered,"2026-03-08 23:34:01",184559
875,734,25,1,Delivered,"2026-08-23 12:45:01",281713
876,735,15,1,Failed_Attempt,"2026-08-01 23:50:01",479694
877,735,15,2,Failed_Attempt,"2026-08-03 01:50:01",479694
878,735,15,3,RTO,"2026-08-05 01:50:01",479694
879,736,27,1,Delivered,"2026-07-04 14:53:01",545763
880,737,15,1,Failed_Attempt,"2026-02-20 11:59:01",238707
881,737,15,2,Delivered,"2026-02-21 13:59:01",238707
882,738,22,1,Delivered,"2026-08-17 04:22:01",580810
883,739,12,1,Delivered,"2026-06-03 05:20:01",417580
884,740,21,1,Delivered,"2026-06-28 09:59:01",193882
885,741,29,1,Delivered,"2026-05-02 14:02:01",804599
886,742,13,1,Delivered,"2026-05-29 14:43:01",470717
887,743,22,1,Delivered,"2026-04-26 12:59:01",190595
888,744,22,1,Delivered,"2026-05-19 17:47:01",643386
889,745,26,1,Delivered,"2026-08-27 08:57:01",780766
890,746,19,1,Delivered,"2026-07-13 05:33:01",787933
891,747,1,1,Delivered,"2026-06-01 20:33:01",775041
892,748,20,1,Delivered,"2026-05-19 07:47:01",617853
893,749,2,1,Delivered,"2026-08-11 15:18:01",199067
894,750,13,1,Delivered,"2026-07-19 14:59:01",785864
895,751,22,1,Delivered,"2026-05-02 14:34:01",576142
896,752,13,1,Delivered,"2026-08-06 01:57:01",644501
897,753,28,1,Delivered,"2025-12-30 21:52:01",737748
898,754,25,1,Failed_Attempt,"2026-03-28 22:34:01",164648
899,754,25,2,Failed_Attempt,"2026-03-29 22:34:01",164648
900,754,25,3,RTO,"2026-03-31 22:34:01",164648
901,755,20,1,Delivered,"2026-04-15 01:21:01",362627
902,756,7,1,Delivered,"2026-08-20 00:32:01",523970
903,757,19,1,Failed_Attempt,"2026-08-07 01:31:01",238559
904,757,19,2,Delivered,"2026-08-08 03:31:01",238559
905,758,15,1,Delivered,"2026-04-29 18:15:01",463281
906,759,2,1,Delivered,"2026-07-03 19:48:01",574437
907,760,29,1,Failed_Attempt,"2026-04-28 23:26:01",418476
908,760,29,2,Failed_Attempt,"2026-04-30 00:26:01",418476
909,760,29,3,Delivered,"2026-05-01 02:26:01",418476
